id,title,type,agency,incident_date,incident_location,featured,redacted,sha256,size_bytes,source_url,dvids_video_id,description
DOW-UAP-PR109,"DOW-UAP-PR109, Unresolved UAP Report, Eastern United States, 2015",VID,Department of War,2015,Eastern United States,,No,93ad0fe3bd9279c302cd8206c004a01e77b0dbf448b9de18f3b29563e446b2dc,6746580,,1014108,"The United States Navy Unidentified Anomalous Phenomena Task Force (UAPTF) transferred this media to the All-domain Anomaly Resolution Office (AARO) in 2022. The video contains 21 seconds of footage likely captured by an infrared sensor aboard a U.S. military platform in 2015.

Video Description: No formal data handling practices for UAP-related records existed at the time this media was reported to the UAPTF. This media was digitally altered before being reported to the UAPTF, and is presented as it was received by AARO.
00:01-00:08: No content.
00:09-00:11: An area of contrast becomes visible near the center of the screen, The area of contrast transits the sensor field-of-view, moving from right to left before exiting from upper left corner of the frame.
00:12-00:21: The footage repeats at a slower playback speed.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
DOW-UAP-PR110,"DOW-UAP-PR110, Unresolved UAP Report, Eastern United States, 2020",VID,Department of War,2020,Eastern United States,,No,b13cb92b1fab499cd35fbc53736771bed362b5df09f0384c6d5b081ed23e4cf4,8250496,,1014112,"The United States Northern Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of 27 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2020.

Video Description:
00:01-00:02: No content.
00:03-00:10: An area of contrast become visible to the right of the center of the frame. The sensor pans to track the area of contrast, causing it to appear to move about the field-of-view.
00:11-00:19: An auto-tracking reticle surrounds the area of contrast. The area of contrast gradually increases in angular size.
00:20-00:22: The area of contrast exits the sensor field-of-view to the right side of the frame.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
DOW-UAP-PR111,"DOW-UAP-PR111, Unresolved UAP Report, Eastern United States, 2020",VID,Department of War,2020,Eastern United States,,Yes,3f6177a2ad01bdf920222831d368e4878127d068c5a63e77fb0028798c0310d2,53789548,,1014114,"The United States Northern Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of 1 minute of video footage from an infrared sensor aboard a U.S. military platform in 2020.

Video Description:
00:01-00:21: Several small areas of contrast enter and leave the sensor field-of-view as the sensor pans across the background scene.
00:22-00:41: An auto-tracking reticle surrounds an area of contrast, and the sensor pans to keep it generally within the center of the frame. Several other areas of contrast periodically enter and exit the frame.
00:42-00:49: The sensor zooms out.
00:50-01:00: The area of contrast is no longer visible within the frame. The sensor display flickers between a black screen and normal function as it cycles contrast modes. No content.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
DOW-UAP-PR112,"DOW-UAP-PR112, Unresolved UAP Report, Eastern United States, 2019",VID,Department of War,2019,Eastern United States,,Yes,2b335cabe6d9ed2a7e093e2d25341fd10a6906b213865e13e956f0b5a58aa0d7,24042398,,1014128,"The United States Navy submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of 20 seconds of video footage from an infrared sensor aboard a civilian aircraft in 2019. An accompanying Range Fouler Debrief, DOW-UAP-D090, describes the phenomenon as exhibiting “flight characteristics unlike anything [the observer] had seen in 28 years [of service] for the U.S. Air Force and U.S. Navy. The report characterizes the phenomenon as “small” and “travelling in a straight line [in the] opposite direction at high speed.”

Video Description: 
00:01-00:011: An area of contrast is visible near the center of the screen.
00:12-00:014: The sensor changes its level of zoom and display mode, flashing white before returning to normal function. The area of contrast exits the sensor field-of-view to the left side of the frame.
00:15-00:20: The sensor changes settings, causing the screen to flash white. No content.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
DOW-UAP-PR114,"DOW-UAP-PR114, Unresolved UAP Report, Atlantic Ocean, 2016",VID,Department of War,2016,Atlantic Ocean,,Yes,0ae775d055e90d98ca70b22466cd5a0bea9c948a550b0de5f456eda77063b22b,9236993,,1014121,"The United States Northern Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of 39 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2016.

Video Description: 
00:01-00:11: The sensor zooms in and out to track on an area of contrast, panning to keep it generally within the center of the frame.
00:12-00:29: The sensor switches modes. A white reticle surrounds the area of contrast.
00:30-00:36: The sensor stops tracking the object, causing it to exit the right side of the frame.
00:37-00:38: An area of contrast enters the sensor field-of-view from the right side of the frame.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
DOW-UAP-PR116,"DOW-UAP-PR116, Unresolved UAP Report, Atlantic Ocean, 2020",VID,Department of War,2020,Atlantic Ocean,,Yes,076d34abc795a5b3a54e55a9647036385ff97de898a6166bb3ca1da82ce4648b,24653507,,1014124,"The United States Northern Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of 32 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2020. An accompanying Range Fouler Debrief, DOW-UAP-D091, describes the phenomenon as “darker, maroonish color, approximately 12-15 feet in height.” The report describes the phenomenon “travel[ing] with the wind” and noted that it did not “maneuver or change direction.” It also describes the phenomenon as appearing similar to a “large, somewhat deformed balloon.”

Video Description:
00:01-00:32: The sensor zooms and pans to keep an area of contrast generally within the center of the frame.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance."
FBI-UAP-D014,"FBI-UAP-D014, Correspondence Relating to UFO Sightings, 1967, 1974",PDF,FBI,10/10/74,Various,,No,e91344aaa3cae8760bb695db30416048d94d333d3cf8e616dfd878ef60731379,339618,https://www.war.gov/medialink/ufo/071026/release_04/documents/FBI-UAP-D014_Correspondence-Relating-to-UFO-Sightings_1967_1974.pdf,,"This file contains two pieces of correspondence. The first, dated 9/22/1967, relays a description of an incident provided by an eleven-year-old child in which they heard a “weird” noise and saw a “flash of light.” The second, dated 9/30/1974 and 10/10/1974, is an exchange of letters between the Federal Bureau of Investigation (FBI) and Mr. Larry Bryant regarding an “alleged April 8, 1954 sighting of an occupied unidentified flying object (UFO).” The FBI’s response to Mr. Bryant’s inquiry indicated that it maintained no record of such an event, and that, circa 1974, the Bureau does not collect information regarding UFO sightings."
NASA-UAP-D026,"NASA-UAP-D026, Apollo 14 Debriefing, 1971",AUD,NASA,2/18/71,Texas,,No,a6b93b6aaa0919b873915220302bf3edc4728e4c09dbf2c73471ab6a7c906ae8,1420423682,,1014107,"This file contains segment 1 of 2 of the Apollo 14 post-mission crew debriefing at the Manned Spacecraft Center (now Johnson Space Center), Houston, Texas. In the recording, crew members and debriefers discuss the “light flash phenomena,” a then novel, now well-documented biological effect where high-energy cosmic rays pass through the eye and strike the retina, causing the perception of light streaks or flashes. The questioners attempt to distinguish the characteristics of the observed phenomena. The debriefing continues in the next file (NASA-UAP-D027), which contains some overlapping audio content."
NASA-UAP-D027,"NASA-UAP-D027, Apollo 14 Debriefing (Continued), 1971",AUD,NASA,2/18/71,Texas,,No,99258e09e572e6a27dc52fe426d413a40925e0828cc2702c617ec3979546795c,552971229,,1014110,"This file contains segment 2 of 2 of the Apollo 14 post-mission crew debriefing at the Manned Spacecraft Center (now Johnson Space Center), Houston, Texas. In this continued segment, crew members and debriefers further discuss the “light flash phenomena,” a then novel, now well-documented biological effect where high-energy cosmic rays pass through the eye and strike the retina, causing the perception of light streaks or flashes."
NASA-UAP-D028,"NASA-UAP-D028, Apollo 17 Crew Medical Debriefing, 1972",AUD,NASA,12/21/72,Texas,,No,a111d1863a1bfb6ad767165c066cc4b7fc0d4eb96b9f7fd8cceaa2f425834055,827105328,,1014116,"This file contains segment 1 of 2 of the Apollo 17 post-mission medical debriefing at the Manned Spacecraft Center (now Johnson Space Center), Houston, Texas. In the recording, crew members discuss the “light flash phenomena,” a then novel, now well-documented biological effect where high-energy cosmic rays pass through the eye and strike the retina, causing the perception of light streaks or flashes. Two of the three crew members reported observing these flashes at various points during the mission, including in lunar orbit and while on the lunar surface. The debriefing continues in the next file (NASA-UAP-D029)."
NASA-UAP-D029,"NASA-UAP-D029, Apollo 17 Crew Medical Debriefing (Continued), 1972",AUD,NASA,12/21/72,Texas,,No,92d16a67e5fd01af55140265585e37b2d11f42cc2c4fce4b8bd17e34160039b3,599954971,,1014117,"This file contains segment 2 of 2 of the Apollo 17 post-mission medical debriefing at the Manned Spacecraft Center (now Johnson Space Center), Houston, Texas. In this continued segment, crew members and debriefers further discuss the “light flash phenomena,” a then novel, now well-documented biological effect where high-energy cosmic rays pass through the eye and strike the retina, causing the perception of light streaks or flashes. Two of the three crew members reported observing these flashes at various points during the mission, including in lunar orbit and while on the lunar surface."
